total_sqft,bath,bhk,balcony,garage_sqft,price
1126,2,2,1,141,69
1140,2,2,1,143,46
1145,2,2,1,144,46
1142,2,2,1,143,65
1145,2,2,1,144,46
1844,2,3,2,231,95
1203,2,2,1,151,72
1140,2,2,1,143,46
4200,2,5,3,525,245
1140,2,2,1,143,46
1145,2,2,1,144,46
1009,2,2,1,127,56
1145,2,2,1,144,46
1100,2,2,1,138,44
1203,2,2,1,151,60
1120,2,2,1,140,70
1140,2,2,1,143,46
1289,2,2,1,162,70
1844,2,3,2,231,89
1203,2,2,1,151,60
1140,2,2,1,143,46
1240,2,2,1,155,70
1027,2,2,1,129,44
1194,2,2,1,150,47
1202,2,2,1,151,53
1056,2,2,1,132,61
1810,2,3,2,227,100
1194,2,2,1,150,46
1225,2,2,1,154,67.38
1243,2,2,1,156,46
1027,2,2,1,129,44
1920,2,3,2,240,115
1875,2,3,2,235,110
1194,2,2,1,150,47
1140,2,2,1,143,43
1027,2,2,1,129,44
1194,2,2,1,150,46
2017,2,3,2,253,125
1140,2,2,1,143,43
1875,2,3,2,235,110
1092,2,2,1,137,44
2475,2,3,2,310,130
1300,2,2,1,163,73
1194,2,2,1,150,47
1243,2,2,1,156,46
1850,2,3,2,232,110
1225,2,2,1,154,67.38
1243,2,2,1,156,46
3400,2,4,2,425,240
1464,2,2,1,183,56
1230,2,2,1,154,78
1000,2,2,1,125,44
1300,2,2,1,163,79
1444,2,3,2,181,80
1088,2,2,1,136,68
1027,2,2,1,129,44
1225,2,2,1,154,70
1194,2,2,1,150,46
1830,2,3,2,229,101
1810,2,3,2,227,126
1464,2,2,1,183,56
1520,2,3,2,190,96
1300,2,2,1,163,75
2017,2,3,2,253,125
1243,2,2,1,156,46
1027,2,2,1,129,44
2805,2,4,2,351,160
1243,2,2,1,156,46
1027,2,2,1,129,44
2017,2,3,2,253,105
1243,2,2,1,156,46
1243,2,2,1,156,46
1520,2,3,2,190,90
1300,2,2,1,163,60
1985,2,3,2,249,130
1255,2,3,2,157,90
1056,2,2,1,132,60
1140,2,2,1,143,42
1245,2,2,1,156,62
1140,2,2,1,143,58
1140,2,2,1,143,42
1027,2,2,1,129,43
1194,2,2,1,150,47
1194,2,2,1,150,47
1560,2,3,2,195,90
1520,2,3,2,190,85
1243,2,2,1,156,45
1027,2,2,1,129,44
1194,2,2,1,150,46
1650,2,3,2,207,100
1580,2,3,2,198,73
1243,2,2,1,156,46
1194,2,2,1,150,47
1520,2,3,2,190,96
1510,2,3,2,189,83.05
1056,2,2,1,132,65
1810,2,3,2,227,100
1243,2,2,1,156,46
575,2,1,1,72,38
1194,2,2,1,150,46
1243,2,2,1,156,46
1194,2,2,1,150,46
1140,2,2,1,143,43
1850,2,3,2,232,120
1194,2,2,1,150,47
1194,2,2,1,150,47
1243,2,2,1,156,46
1710,2,3,2,214,85
1730,2,3,2,217,95
1243,2,2,1,156,46
1243,2,2,1,156,46
1243,2,2,1,156,46
1817,2,3,2,228,110
1225,2,2,1,154,77
1285,2,2,1,161,78
1225,2,2,1,154,67.48
1225,2,2,1,154,69.84
1200,2,2,1,150,46
1315,2,2,1,165,85
1976,2,3,2,247,92
1300,2,2,1,163,75
1309,2,2,1,164,82
1027,2,2,1,129,44
1243,2,2,1,156,46
1243,2,2,1,156,46
1140,2,2,1,143,43
1300,2,2,1,163,75
1243,2,2,1,156,46
1890,2,3,2,237,84
1230,2,2,1,154,67.65
1194,2,2,1,150,46
1092,2,2,1,137,44
1255,2,3,2,157,90
1735,2,3,2,217,97
1810,2,3,2,227,97.83
1200,2,2,1,150,46
1243,2,2,1,156,46
1810,2,3,2,227,112
1508,2,2,1,189,77
1752.12,2,3,2,220,135
1709,2,3,2,214,150
1174,2,2,1,147,69
1033,2,2,1,130,49
1197,2,2,1,150,84
1757,2,3,2,220,132
1174,2,2,1,147,76
1754,2,3,2,220,125
1290,2,2,1,162,85
1752.12,2,3,2,220,116
1754,2,3,2,220,135
1754,2,3,2,220,124
1152,2,2,1,144,69
1290,2,2,1,162,87
1749,2,3,2,219,115
3385,2,4,2,424,260
2240,2,3,2,280,155
1758,2,3,2,220,133
1197,2,2,1,150,79
1174,2,2,1,147,78
1200,2,2,1,150,52
1197,2,2,1,150,79
1749,2,3,2,219,112
1174,2,2,1,147,75
1750,2,3,2,219,136
1620,2,3,2,203,110
1762,2,3,2,221,133
1756,2,3,2,220,131
1755,2,3,2,220,130
1864,2,3,2,233,140
1331,2,2,1,167,88
1752.12,2,3,2,220,133
1133,2,2,1,142,55
1756,2,3,2,220,128
1749,2,3,2,219,120
1197,2,2,1,150,82
1303,2,2,1,163,90
1754,2,3,2,220,132
1174,2,2,1,147,75
1756,2,3,2,220,134
1197,2,2,1,150,78
1290,2,2,1,162,89.9
1386,2,2,1,174,85
1174,2,2,1,147,74
1174,2,2,1,147,78
1755,2,3,2,220,115
2569,2,4,2,322,175
1197,2,2,1,150,77
1752.12,2,3,2,220,125
2569,2,4,2,322,180
1225,2,2,1,154,56
1197,2,2,1,150,76
1197,2,2,1,150,75
1755,2,3,2,220,117
1197,2,2,1,150,79.9
936,2,2,1,117,45
2990,2,4,2,374,225
1370,2,2,1,172,88
1335,2,2,1,167,72.76
1760,2,3,2,220,123
5611.5,2,4,2,702,477
1349,2,2,1,169,98.2
2483,2,4,2,311,212
1760,2,3,2,220,130
3450,2,3,2,432,260
1920,2,3,2,240,134
1337,2,2,1,168,82
1349,2,2,1,169,98
1790,2,3,2,224,127
687.325,2,2,1,86,42.72
1985,2,3,2,249,189
2483,2,4,2,311,215
1080,2,2,1,135,54
812,2,2,1,102,55
3067,2,4,2,384,230
2526,2,3,2,316,250
3067,2,4,2,384,230
823,2,2,1,103,50.63
1420,2,2,1,178,123
1420,2,2,1,178,99.39
4235,2,4,2,530,365
1700,2,3,2,213,124
3960,2,4,2,495,386
1420,2,2,1,178,99.39
1440,2,2,1,180,115
1100,2,2,1,138,54
2400,2,3,2,300,180
1420,2,2,1,178,107
1320,2,2,1,165,92
919,2,2,1,115,49
1645,2,3,2,206,135
2080,2,3,2,260,175
2483,2,4,2,311,230
2600,2,3,2,325,195
1645,2,3,2,206,117
1251,2,2,1,157,88.73
1645,2,3,2,206,121
1760,2,3,2,220,123
3960,2,4,2,495,386
1645,2,3,2,206,120
1255,2,3,2,157,90
1645,2,3,2,206,117
1636,2,3,2,205,119
2661,2,3,2,333,226.5
1255,2,3,2,157,95
1255,2,3,2,157,95
1088,2,2,1,136,61.45
1349,2,2,1,169,97.8
1344,2,2,1,168,108
1255,2,3,2,157,90
1138,2,2,1,143,110
2790,2,4,2,349,204
1088,2,2,1,136,62
1987,2,3,2,249,165
1299,2,2,1,163,100
1200,2,2,1,150,60
1645,2,3,2,206,117
1390,2,2,1,174,95
1333,2,2,1,167,100
2650,2,3,2,332,199
1800,2,3,2,225,140
2470,2,4,2,309,203
1255,2,3,2,157,95
1333,2,2,1,167,104
1645,2,3,2,206,117
2600,2,3,2,325,199
1345,2,2,1,169,97
985,2,2,1,124,62
1320,2,2,1,165,91
2388,2,3,2,299,195
1040,2,2,1,130,55
2600,2,3,2,325,195
2630,2,4,2,329,188
1645,2,3,2,206,113
1420,2,2,1,178,99.39
3520,2,3,2,440,320
1162,2,2,1,146,69
1100,2,2,1,138,60
4235,2,4,2,530,364
1299,2,2,1,163,97
2470,2,4,2,309,192
1645,2,3,2,206,117
1920,2,3,2,240,134
3520,2,3,2,440,240
1920,2,3,2,240,150
2375,2,4,2,297,189
1420,2,2,1,178,99.26
1252,2,2,1,157,92
1162,2,2,1,146,59
1294,2,2,1,162,115
4225,2,4,2,529,359
1150,2,2,1,144,57
1740,2,3,2,218,137
1662,2,3,2,208,155
2250,2,3,2,282,219
1349,2,2,1,169,98
4000,2,4,2,500,370
1349,2,2,1,169,96.8
1700,2,3,2,213,155
1800,2,3,2,225,175
2900,2,3,2,363,300
3522,2,3,2,441,380
2280,2,5,3,285,200
1200,2,2,1,150,125
2900,2,3,2,363,240
1300,2,2,1,163,102
1466,2,3,2,184,140
1725,2,3,2,216,165
1200,2,3,2,150,125
3408,2,3,2,426,260
1485,2,2,1,186,132
1400,2,2,1,175,108
1800,2,3,2,225,150
2400,2,5,3,300,200
2800,2,5,3,350,220
1785,2,3,2,224,165
3729,2,4,2,467,384
1600,2,3,2,200,170
1730,2,3,2,217,175
1569,2,3,2,197,101
3000,2,6,3,375,210
2026,2,3,2,254,132
1801,2,3,2,226,115
1050,2,2,1,132,56
1341,2,2,1,168,97
2112.95,2,3,2,265,145
1200,2,4,2,150,83
1703,2,3,2,213,113
1570,2,3,2,197,105
1801,2,3,2,226,140
1584.01,2,3,2,199,103
1965,2,3,2,246,125
1200,2,2,1,150,75
1847,2,3,2,231,135
1965,2,3,2,246,132
1703,2,3,2,213,125
1847,2,3,2,231,125
2144.6,2,3,2,269,145
1718,2,3,2,215,119
1847,2,3,2,231,123
1340,2,2,1,168,72
2087.01,2,3,2,261,115
1703,2,3,2,213,130
2087.01,2,3,2,261,135
1718,2,3,2,215,130
1884,2,3,2,236,118
1930,2,3,2,242,122
1584.01,2,3,2,199,104
1168,2,3,2,146,68
2162.03,2,3,2,271,129
2087.01,2,3,2,261,160
1000,2,2,1,125,66
1348,2,3,2,169,80.5
1075,2,2,1,135,52
1255,2,2,1,157,52.32
1225,2,2,1,154,57
1255,2,2,1,157,57.5
1259,2,2,1,158,57
1255,2,2,1,157,53.5
1285,2,2,1,161,60
1285,2,2,1,161,60
1100,2,2,1,138,60
1231,2,2,1,154,48
1255,2,2,1,157,58
1040,2,2,1,130,42.12
1255,2,2,1,157,54.5
1041,2,2,1,131,40.6
1255,2,2,1,157,55.5
1231,2,2,1,154,50
2500,2,5,3,313,125
1160,2,2,1,145,49
2400,2,3,2,300,135
1255,2,2,1,157,53.5
1255,2,2,1,157,55.5
1100,2,2,1,138,44.55
1255,2,2,1,157,57.5
960,2,2,1,120,48
1020,2,2,1,128,48
1255,2,2,1,157,52.32
1295,2,2,1,162,64
1935,2,3,2,242,102
1345,2,3,2,169,69
1255,2,2,1,157,58
1420,2,2,1,178,62
1155,2,2,1,145,54.5
1255,2,2,1,157,52.32
1255,2,2,1,157,52.35
1255,2,2,1,157,54.5
1830,2,3,2,229,113
1830.5,2,3,2,229,84.205
1255,2,2,1,157,55.5
1255,2,2,1,157,53.57
1255,2,2,1,157,56.5
1050,2,2,1,132,42.73
1295,2,2,1,162,62
2089,2,3,2,262,140
3203.5,2,4,2,401,224.5
5000,2,8,4,625,250
1385,2,2,1,174,83.09
1317.5,2,2,1,165,63.77
2264,2,3,2,283,159
1157,2,2,1,145,84
1904,2,3,2,238,120
1891,2,3,2,237,109
1561,2,3,2,196,95
2060,2,3,2,258,149
1482,2,3,2,186,92
1232,2,2,1,154,89
1065,2,2,1,134,42.6
1482,2,3,2,186,87
1891,2,3,2,237,139
1703,2,3,2,213,101
1232,2,2,1,154,69.61
987,2,2,1,124,49
2160,2,3,2,270,160
1680,2,3,2,210,99.27
1065,2,2,1,134,42.6
1385,2,2,1,174,83.09
2350,2,3,2,294,174
1586,2,3,2,199,93.94
1975,2,3,2,247,123
1290,2,3,2,162,94.5
901,2,2,1,113,49.5
1445,2,3,2,181,86.56
1482,2,3,2,186,97
1182,2,2,1,148,82.5
1036,2,2,1,130,59.46
1891,2,3,2,237,109
1232,2,2,1,154,69.61
2320,2,3,2,290,170
1936,2,3,2,242,118
1480,2,2,1,185,65
1590,2,3,2,199,96.5
1445,2,3,2,181,105
1036,2,2,1,130,59.45
1832,2,3,2,229,125
1359,2,2,1,170,104
1341,2,2,1,168,75.76
1040,2,2,1,130,50
1414,2,2,1,177,84.18
1949,2,3,2,244,133
1232,2,2,1,154,89
1250,2,3,2,157,77.88
2502,2,4,2,313,180
1831,2,3,2,229,110
1232,2,2,1,154,87
1232,2,2,1,154,74
1232,2,2,1,154,66
1341,2,2,1,168,95
1232,2,2,1,154,88
2365,2,3,2,296,175
1310,2,2,1,164,66
1015,2,2,1,127,50
2264,2,3,2,283,168
2002,2,3,2,251,120
1232,2,2,1,154,69.6
1195,2,2,1,150,73
1020,2,2,1,128,47
5100,2,5,3,638,375
1061,2,2,1,133,54.92
1020,2,2,1,128,45
2041,2,3,2,256,128
1232,2,2,1,154,87
1066,2,2,1,134,52.23
973,2,2,1,122,56
1255,2,2,1,157,84
1232,2,2,1,154,83
1832,2,3,2,229,116
2050,2,3,2,257,120
1445,2,3,2,181,86.69
1445,2,3,2,181,83
1654,2,3,2,207,97.8
1480,2,3,2,185,100
1450,2,3,2,182,88.6
1155,2,2,1,145,69.18
1053,2,2,1,132,53
1195,2,2,1,150,59
1904,2,3,2,238,129
1981,2,3,2,248,134
1155,2,2,1,145,69.18
1590,2,3,2,199,105
2041,2,3,2,256,138
1100,2,3,2,138,78
1880,2,4,2,235,154
1232,2,2,1,154,69.61
1748,2,3,2,219,103
1460,2,2,1,183,80.3
1933,2,3,2,242,140
1030,2,2,1,129,46.5
1232,2,2,1,154,69.61
1445,2,3,2,181,89.56
973,2,2,1,122,50.74
1305,2,3,2,164,77
1165,2,2,1,146,67
980,2,2,1,123,51
1232,2,2,1,154,80
1085,2,2,1,136,43.4
950,2,2,1,119,55
1140,2,2,1,143,56
1891,2,3,2,237,110
1165,2,2,1,146,52
1450,2,2,1,182,80
1155,2,2,1,145,69.18
1936,2,3,2,242,131
985,2,2,1,124,67
1425,2,2,1,179,80
1420,2,2,1,178,75
1639,2,3,2,205,110
1639,2,3,2,205,98.32
1026,2,2,1,129,60.87
1050,2,2,1,132,50
1400,2,2,1,175,78
2400,2,5,3,300,160
1196,2,2,1,150,71.74
1500,2,2,1,188,84
1055,2,2,1,132,57.63
1925,2,3,2,241,114
1400,2,2,1,175,82
706,2,1,1,89,48.24
1257,2,2,1,158,69
1132,2,2,1,142,67.9
1925,2,3,2,241,110
1257,2,2,1,158,71.03
1305,2,2,1,164,75
1240,2,2,1,155,65
1108,2,2,1,139,74.23
1257,2,2,1,158,68.5
1000,2,2,1,125,48
1063,2,2,1,133,61.17
1259,2,2,1,158,69.45
711,2,1,1,89,42.65
863,2,1,1,108,40.55
1715,2,3,2,215,100
1447,2,2,1,181,76
2144,2,3,2,268,140
1108,2,2,1,139,66.46
1837,2,3,2,230,110
3385,2,4,2,424,220
1181,2,2,1,148,55
1490,2,3,2,187,85
1258.5,2,2,1,158,59.135
1200,2,2,1,150,45
1560,2,3,2,195,75
755,2,2,1,95,37.49
982,2,2,1,123,47.65
1650,2,3,2,207,75
950,2,2,1,119,39
1756,2,3,2,220,92
1106,2,2,1,139,43.09
1079,2,2,1,135,41
1265,2,3,2,159,65
1060,2,2,1,133,37
1107.83,2,2,1,139,41.51
980,2,2,1,123,38.19
1250,2,3,2,157,65
1145,2,2,1,144,41.21
2400,2,5,3,300,80
1000,2,2,1,125,46
760,2,2,1,95,37.49
1150,2,2,1,144,42
750,2,2,1,94,37.49
625,2,1,1,79,27
1080,2,2,1,135,38
994,2,2,1,125,42.28
1107.83,2,2,1,139,41.51
1090,2,2,1,137,46
1400,2,3,2,175,63
1557,2,3,2,195,70
1058,2,2,1,133,47
1460,2,2,1,183,80.5
1156,2,2,1,145,46
1180,2,2,1,148,58
1307,2,2,1,164,51.6
3800,2,6,3,475,200
1357,2,2,1,170,54
925,2,2,1,116,38
1272,2,2,1,159,48
1225,2,2,1,154,49.5
1272,2,2,1,159,51.5
1272,2,2,1,159,51.5
1156,2,2,1,145,46.9
1200,2,2,1,150,45
1254,2,2,1,157,47
1610,2,3,2,202,68
1210,2,2,1,152,50
1357,2,2,1,170,54
1272,2,2,1,159,50
1200,2,2,1,150,45
1025,2,2,1,129,45
1081,2,2,1,136,52
1000,2,2,1,125,50
1500,2,2,1,188,78
1150,2,2,1,144,55
1180,2,2,1,148,50
1200,2,2,1,150,67
1200,2,2,1,150,70
1175,2,2,1,147,52
1351,2,1,1,169,53
1141,2,2,1,143,44.4
1130,2,2,1,142,42.3
1725,2,3,2,216,85
1153,2,2,1,145,65
1150,2,2,1,144,53.11
1123,2,2,1,141,56
1385,2,3,2,174,69
1030,2,2,1,129,49.35
1018,2,2,1,128,50.8
1555,2,3,2,195,75
1143,2,2,1,143,53
1100,2,2,1,138,38
1000,2,2,1,125,50
1200,2,2,1,150,68
1200,2,2,1,150,68
765,2,2,1,96,37.49
1081.5,2,2,1,136,38.665
1250,2,2,1,157,60
965,2,2,1,121,37.15
583,2,1,1,73,28.275
1129,2,2,1,142,44
1385,2,3,2,174,69.25
1165,2,2,1,146,40
1065,2,2,1,134,50.92
1046,2,2,1,131,60
1400,2,2,1,175,75
1365,2,3,2,171,65
1196,2,2,1,150,44.8
1263,2,2,1,158,47.36
1015,2,2,1,127,39.08
1200,2,2,1,150,73
1250,2,2,1,157,65
1075,2,2,1,135,53.7
980,2,2,1,123,42
1075,2,2,1,135,53.7
2282,2,4,2,286,115
1206,2,2,1,151,55
1310,2,2,1,164,67
1310,2,2,1,164,60
1020,2,2,1,128,45.75
1210,2,2,1,152,69
1652,2,3,2,207,85
1161,2,2,1,146,55.15
1161,2,2,1,146,55.15
1365,2,2,1,171,92
1243,2,2,1,156,48.5
1332,2,3,2,167,86.12
615,2,1,1,77,28.29
1318,2,3,2,165,85.28
1133,2,2,1,142,52
1016,2,2,1,127,40
972,2,2,1,122,40
1161,2,2,1,146,55.15
1532,2,3,2,192,98.13
1680,2,3,2,210,101
880,2,2,1,110,50
1533,2,3,2,192,98.18
1040,2,2,1,130,68.59
1040,2,2,1,130,61
1245,2,2,1,156,62
1311,2,3,2,164,84.86
800,2,1,1,100,39.99
1364,2,2,1,171,64.79
1016,2,2,1,127,45
1360,2,2,1,170,77.61
1170,2,2,1,147,65
1161,2,2,1,146,55.15
1470,2,3,2,184,84.22
1161,2,2,1,146,48.75
1016,2,2,1,127,39.95
2378,2,3,2,298,262
2376,2,3,2,297,203
3205,2,4,2,401,380
3024,2,4,2,378,350
2400,2,5,3,300,250
1817,2,3,2,228,153
1304,2,2,1,163,100
2480,2,3,2,310,245
925,2,2,1,116,46.5
2480,2,3,2,310,260
1596,2,3,2,200,79.8
1200,2,3,2,150,100
3205,2,4,2,401,300
3033,2,4,2,380,326
600,2,2,1,75,65
2480,2,3,2,310,265
925,2,2,1,116,46.25
2376,2,3,2,297,240
1500,2,5,3,188,145
1250,2,3,2,157,50
1225,2,3,2,154,40
1740,2,3,2,218,60
1170,2,2,1,147,45
1200,2,3,2,150,57
1069,2,3,2,134,38
1095,2,2,1,137,33.6
1065,2,2,1,134,31.5
1395,2,3,2,175,63
1065,2,2,1,134,28.5
945,2,2,1,119,35
1003.5,2,2,1,126,28.095
1065,2,2,1,134,33.75
509,2,1,1,64,23
1656,2,2,1,207,120
1194,2,2,1,150,69
3300,2,5,3,413,240
1510,2,3,2,189,105
1427,2,3,2,179,80.63
1508,2,3,2,189,110
460,2,1,1,58,21
1179,2,2,1,148,49
950,2,2,1,119,60
1194,2,2,1,150,71.64
1766,2,3,2,221,130
1689,2,3,2,212,103
3600,2,5,3,450,180
1170,2,2,1,147,48
1250,2,2,1,157,55
1689,2,3,2,212,103
2000,2,4,2,250,130
1250,2,2,1,157,65
1689,2,3,2,212,103
1223,2,2,1,153,93
1919,2,3,2,240,117
1125,2,2,1,141,50
1242,2,2,1,156,51
1823,2,3,2,228,100
1300,2,2,1,163,36
1080,2,2,1,135,43.2
1100,2,2,1,138,71.5
688,2,1,1,86,50
1255,2,2,1,157,73
1200,2,4,2,150,75
1058,2,2,1,133,48
1375,2,2,1,172,80
1248,2,2,1,156,69
1818,2,3,2,228,135
1225,2,2,1,154,55
1255,2,2,1,157,74
1175,2,2,1,147,45
1255,2,2,1,157,69
1255,2,2,1,157,66
3035,2,3,2,380,271
3035,2,3,2,380,220
1127,2,2,1,141,65
1200,2,2,1,150,50
1200,2,2,1,150,75
1430,2,3,2,179,90
850,2,2,1,107,39.5
1000,2,2,1,125,45
3560,2,4,2,445,318
1011,2,2,1,127,38
1276,2,2,1,160,76
1500,2,2,1,188,90
1315,2,2,1,165,60.48
1021,2,2,1,128,76
581,2,1,1,73,29
935,2,2,1,117,45
1050,2,2,1,132,125
1200,2,4,2,150,75
1260,2,3,2,158,82
450,2,1,1,57,20
1231,2,2,1,154,84.5
1916,2,3,2,240,150
1115,2,2,1,140,44.6
4400,2,6,3,550,250
1000,2,2,1,125,60
1180,2,2,1,148,52
1000,2,2,1,125,60
1310,2,3,2,164,68
4200,2,4,2,525,255
1050,2,2,1,132,51
1370,2,3,2,172,87
1200,2,3,2,150,56.12
1548,2,3,2,194,89.5
1200,2,3,2,150,68.4
1200,2,3,2,150,56.12
1200,2,3,2,150,56.12
1500,2,3,2,188,61.52
5667.5,2,4,2,709,300
3235,2,3,2,405,235
3596,2,4,2,450,290
1920,2,3,2,240,130
1995,2,3,2,250,135
3596,2,4,2,450,282
1918,2,3,2,240,129
2100,2,3,2,263,145
1920,2,3,2,240,150
1920,2,3,2,240,130
1920,2,3,2,240,150
2000,2,3,2,250,138
3596,2,4,2,450,260
3596,2,4,2,450,279
2666,2,3,2,334,200
5384,2,5,3,673,420
3596,2,4,2,450,297
5515,2,5,3,690,425
1920,2,3,2,240,130
3596,2,4,2,450,268
1200,2,2,1,150,93
1128,2,2,1,141,105
2800,2,3,2,350,330
1650,2,3,2,207,200
1210,2,2,1,152,102
1224,2,2,1,153,105
2070,2,3,2,259,225
500,2,1,1,63,70
1400,2,2,1,175,168
2400,2,4,2,300,525
1145,2,2,1,144,100
1470,2,2,1,184,170
2700,2,3,2,338,324
850,2,1,1,107,57
3250,2,8,4,407,600
2601,2,3,2,326,312
1260,2,2,1,158,100
1740,2,3,2,218,191
1650,2,3,2,207,220
1440,2,3,2,180,275
1475,2,2,1,185,171
3200,2,4,2,400,440
4000,2,4,2,500,700
850,2,1,1,107,60
2400,2,4,2,300,405
1800,2,5,3,225,350
1650,2,3,2,207,200
2800,2,4,2,350,365
1260,2,2,1,158,120
1149,2,2,1,144,130
2400,2,6,3,300,475
1850,2,3,2,232,150
5520,2,5,3,690,375
1100,2,2,1,138,70
940,2,2,1,118,49
4624.5,2,4,2,579,314.5
1078,2,2,1,135,45
1050,2,1,1,132,44
1352.5,2,2,1,170,93.865
1200,2,2,1,150,62
1300,2,2,1,163,90.87
1315,2,3,2,165,85.4
1690,2,3,2,212,112
750,2,1,1,94,52.5
1200,2,2,1,150,78
1850,2,3,2,232,110
1100,2,2,1,138,45
1197,2,2,1,150,47.88
2700,2,7,4,338,160
820,2,2,1,103,45
1750,2,3,2,219,123
2195,2,3,2,275,152
3496.5,2,3,2,438,237.5
745,2,1,1,94,34.27
1800,2,6,3,225,68
1150,2,2,1,144,90
1960,2,3,2,245,138
1250,2,2,1,157,60
2400,2,3,2,300,196
1300,2,2,1,163,91.65
1107,2,2,1,139,57
1250,2,2,1,157,93
1500,2,3,2,188,108
1520,2,3,2,190,125
1405,2,2,1,176,99
1157,2,2,1,145,73
1048,2,2,1,131,44
1417,2,2,1,178,75
1590,2,3,2,199,125
1279,2,2,1,160,77
1710,2,3,2,214,107
1396,2,3,2,175,86.51
3467.86,2,4,2,434,249
1865,2,3,2,234,124
3181,2,4,2,398,260.5
1760,2,3,2,220,139
1290,2,2,1,162,100
1452.19,2,2,1,182,100
1798,2,3,2,225,120
1300,2,2,1,163,85
3181,2,4,2,398,260.5
1950,2,3,2,244,131
1230,2,2,1,154,76
1290,2,2,1,162,80
1760,2,3,2,220,110
1483,2,2,1,186,98
1650,2,3,2,207,111
2423,2,3,2,303,160
2197,2,3,2,275,136
1125,2,2,1,141,65
1230,2,2,1,154,79
1202,2,2,1,151,79
1858,2,3,2,233,123
3181,2,4,2,398,229
1785,2,3,2,224,130
1080,2,2,1,135,60
1260,2,2,1,158,71.195
1816,2,3,2,227,119
1424,2,2,1,178,80
1290,2,2,1,162,85
1300,2,2,1,163,80
1290,2,2,1,162,80.04
1282,2,2,1,161,72
1660,2,3,2,208,104
1291,2,2,1,162,75
1473,2,2,1,185,85
1660,2,3,2,208,104
1950,2,3,2,244,131
1432,2,2,1,179,85
1710,2,3,2,214,110
2250,2,3,2,282,160
1694,2,2,1,212,125
1400,2,2,1,175,80
1045,2,2,1,131,76.77
2113,2,3,2,265,155
1932,2,3,2,242,135
1045,2,2,1,131,58
1200,2,4,2,150,90
1020,2,2,1,128,52
2384,2,3,2,298,165
790,2,2,1,99,49.5
1569,2,3,2,197,118
600,2,1,1,75,37
615,2,1,1,77,46
905,2,2,1,114,55
1000,2,2,1,125,70
615,2,1,1,77,46
1470,2,3,2,184,102
1244,2,2,1,156,88
1407,2,2,1,176,98.49
1200,2,1,1,150,66
1045,2,2,1,131,76.77
2086,2,3,2,261,160
1313,2,2,1,165,68
750,2,1,1,94,40
1260,2,3,2,158,60
1020,2,2,1,128,58
1300,2,3,2,163,63
775,2,1,1,97,34.1
1010,2,2,1,127,52
1010,2,2,1,127,52
918,2,2,1,115,52
918,2,2,1,115,48
914,2,2,1,115,47
927,2,2,1,116,55
920,2,2,1,115,46
2400,2,3,2,300,130
918,2,2,1,115,45
918,2,2,1,115,63.2
933,2,2,1,117,43
918,2,2,1,115,55
2400,2,3,2,300,149
4303.5,2,4,2,538,226
937,2,2,1,118,44
923,2,2,1,116,50
1221,2,3,2,153,72
918,2,2,1,115,49
914,2,2,1,115,49
918,2,2,1,115,50
1200,2,3,2,150,65
914,2,2,1,115,55
1221,2,3,2,153,75
1252,2,3,2,157,70
939,2,2,1,118,39
1221,2,3,2,153,70
943,2,2,1,118,48
918,2,2,1,115,56
943,2,2,1,118,49.5
1300,2,3,2,163,64
2070,2,3,2,259,162
1700,2,3,2,213,155
1100,2,3,2,138,53
1165,2,2,1,146,49.61
5400,2,5,3,675,700
1500,2,4,2,188,162
900,2,2,1,113,40
1989,2,3,2,249,155
1277.5,2,2,1,160,56.8
930,2,2,1,117,39
1155,2,2,1,145,42.74
1225,2,2,1,154,46.55
1100,2,2,1,138,47
1200,2,2,1,150,71
750,2,2,1,94,25
1015,2,2,1,127,43
1470,2,2,1,184,86
714,2,1,1,90,28
1142,2,2,1,143,51
1115,2,2,1,140,33.45
1021,2,2,1,128,48
1559,2,3,2,195,69.315
1035,2,2,1,130,40.5
1550,2,2,1,194,71
1192.5,2,2,1,150,51.22
1100,2,2,1,138,46
1290,2,2,1,162,49.02
1100,2,2,1,138,43
950,2,2,1,119,40
1156,2,2,1,145,72
1000,2,2,1,125,60
1001,2,2,1,126,30
750,2,2,1,94,40
2000,2,6,3,250,85
1000,2,2,1,125,44.5
1200,2,2,1,150,47
1200,2,2,1,150,65
1583,2,3,2,198,70.445
1076,2,2,1,135,67
1140,2,2,1,143,43.32
4300,2,6,3,538,175
1200,2,2,1,150,42
1040,2,2,1,130,50
1200,2,4,2,150,83
734,2,2,1,92,22
1120,2,2,1,140,36
1150,2,2,1,144,42
4600,2,9,5,575,200
1050,2,2,1,132,55
1057,2,2,1,133,30
1085,2,2,1,136,46.5
1700,2,3,2,213,105
1200,2,2,1,150,72
3628,2,4,2,454,246
2000,2,2,1,250,75
1100,2,2,1,138,45
1035,2,2,1,130,40
1116,2,2,1,140,45
1290,2,2,1,162,69
1300,2,3,2,163,57
866.28,2,2,1,109,36.38
1096,2,2,1,137,43
1204,2,2,1,151,58
700,2,1,1,88,21.5
1205,2,2,1,151,45.79
1827,2,3,2,229,97
1075,2,2,1,135,32.25
1100,2,2,1,138,39.9
2283,2,4,2,286,121
2800,2,7,4,350,110
1020,2,2,1,128,39
1200,2,2,1,150,75
1245,2,2,1,156,60
1665,2,3,2,209,70
1532,2,3,2,192,115
1545,2,3,2,194,66
1424,2,3,2,178,75
1257,2,2,1,158,93
1365,2,3,2,171,80
1257,2,2,1,158,105
